id,title,content_length,complexity_score,tags,created_at,updated_at
0ca249ef-b826-4529-86f9-4ec81d55ac68,A8 Customer Quotes.pdf,2697,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:07:16.874Z,2025-08-13T16:07:42.472Z
c7620e6b-2148-4f98-845e-dac48c0746db,A8 Customer Quotes.pdf,2697,0.75,WE_PROJECTS|796394f7-2fc7-45bc-aa39-8a86f5d4bb72|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:04:02.199Z,2025-08-13T16:04:30.380Z
56a5a40e-440d-4fbf-bee1-c46c9953b1c3,A8-Accountability Engine.pdf,4930,0.72,WE_PROJECTS|796394f7-2fc7-45bc-aa39-8a86f5d4bb72|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:04:32.413Z,2025-08-13T16:04:58.649Z
de1ecf73-1349-4527-8887-f6786582374a,A8-Accountability Engine.pdf,4930,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:07:44.499Z,2025-08-13T16:08:08.054Z
f2407573-ea89-4c85-a8e5-1b529618b3eb,A8-Advisor-1pgr.pdf,1639,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:08:10.092Z,2025-08-13T16:08:40.522Z
3a980e92-15b5-4fb7-aede-a0d9d7d16952,A8-Advisor-1pgr.pdf,1639,0.72,WE_PROJECTS|796394f7-2fc7-45bc-aa39-8a86f5d4bb72|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:05:00.684Z,2025-08-13T16:05:26.439Z
9b519342-df66-44b4-b233-dd5aaf76e11e,A8-Ambition model.pdf,5322,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:08:42.552Z,2025-08-13T16:09:04.977Z
76e1a8d1-9233-4503-9ea7-4cb46f409be4,A8-Ambition model.pdf,5322,0.72,WE_PROJECTS|796394f7-2fc7-45bc-aa39-8a86f5d4bb72|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:05:28.530Z,2025-08-13T16:05:55.066Z
d7a7606c-72af-4f2e-b02e-fd8fe74da21b,A8-Approach Example.pdf,21170,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:09:07.017Z,2025-08-13T16:09:55.447Z
62e80cb0-eb6b-4a2f-ae41-1d8e2f552287,A8-Assessments and Assertions.pdf,31463,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:09:57.486Z,2025-08-13T16:10:28.713Z
6f07d47a-98a1-4b63-90ad-8dea9b06742f,A8-Authentic Communication and Collaboration-WP.pdf,4065,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:10:30.728Z,2025-08-13T16:11:13.239Z
92bd5a72-7a50-485e-8923-67c5426d9036,A8-Awareness-WP.pdf,13859,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:11:15.280Z,2025-08-13T16:11:49.187Z
ac50beea-5088-44fb-ad41-06fc3a5bbe40,A8-Barriers to High Performance Communication.pdf,24866,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:11:51.218Z,2025-08-13T16:12:23.046Z
0a25df48-72ad-4503-b557-405b4b5cb667,A8-CFRs exercises.pdf,1661,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:12:25.057Z,2025-08-13T16:13:01.937Z
dd7fd1a6-b6c1-4e13-bca6-5d61e25a54f8,A8-Case Studies.pdf,6085,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:13:03.954Z,2025-08-13T16:14:36.044Z
e6115b7a-9310-49d3-9ce1-712e71e0e99e,A8-Case Study-GROW2.pdf,15205,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:14:38.358Z,2025-08-13T16:15:15.407Z
8bb3b23d-f7ea-4cb0-add3-bc87de78baca,A8-Centering-WP.pdf,13004,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:15:17.447Z,2025-08-13T16:15:56.731Z
820a3542-cdd2-4828-8ff3-22c729faa44c,A8-Coaching Module Outline.pdf,23245,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:15:58.805Z,2025-08-13T16:16:35.751Z
bbd06184-c014-40b5-8739-130375504819,A8-Company Roadmap-Work Sample.pdf,10147,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:16:37.781Z,2025-08-13T16:17:13.417Z
d9e1eeeb-255f-4035-910b-33288b1b4e27,A8-Conversations for Results-WP.pdf,5738,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:17:15.439Z,2025-08-13T16:17:57.148Z
54727426-c7a5-4027-a7b5-8d916700879a,A8-Couples Retreat.pdf,13933,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:17:59.202Z,2025-08-13T16:18:32.797Z
1101b65c-c272-498a-8487-c34a65e1de28,A8-Customer learning.pdf,13033,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:18:34.840Z,2025-08-13T16:19:01.612Z
f347b8bf-262b-4bdd-a302-c95ad7b1c864,A8-Cycle of Leadership-WP.pdf,4500,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:19:03.636Z,2025-08-13T16:19:27.250Z
0927bfca-40e5-4e56-a77e-37253847a8d5,A8-Decision-Making Framework.pdf,925,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:19:29.263Z,2025-08-13T16:19:53.408Z
aeb91d4f-9a15-46c7-99e7-abc16a2ac0d8,A8-Declarations.pdf,32162,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:19:55.447Z,2025-08-13T16:20:35.243Z
ca7fe170-a414-40f6-9052-13254af34e77,A8-Domains of Human Experience.pdf,2094,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:20:37.270Z,2025-08-13T16:21:07.683Z
1eca91ed-0201-43c1-8d6b-415bc4381eff,A8-Engagement Brochure.pdf,2562,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:21:09.703Z,2025-08-13T16:21:48.652Z
4a505d02-dd2c-4549-8a77-1c60dcad070d,A8-Family-1pgr.pdf,3851,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:21:50.685Z,2025-08-13T16:22:27.797Z
94d86651-c316-4d5e-b94a-f1d9f404aac6,A8-Generative Language-Assess&Assert.pdf,2160,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:22:29.826Z,2025-08-13T16:23:02.163Z
d0f9612d-0f63-475d-adc2-c1c057aa6be6,A8-Gratitude Practice Homework.pdf,1047,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:23:04.206Z,2025-08-13T16:23:31.669Z
46e42796-4631-49ed-ac39-a0681e91741b,A8-HP Culture.pdf,3753,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:23:33.687Z,2025-08-13T16:24:01.746Z
7af0d447-ae42-4d83-8dcb-ca909a9eb5e0,A8-Health&Safety-2016.pdf,11235,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:24:03.777Z,2025-08-13T16:24:37.805Z
6a2f1cfe-26a5-4168-937f-c4e44f4a108d,A8-Health-1pgr.pdf,3502,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:24:39.827Z,2025-08-13T16:25:07.697Z
37c5ae82-d2a1-40b2-8907-96934656ae6f,A8-High Performance Learning-WP.pdf,10837,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:25:09.741Z,2025-08-13T16:25:39.284Z
3c238af3-b4a4-4313-91d5-bd0ae5d84d39,A8-High Performance Teams-WP.pdf,21002,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:25:41.352Z,2025-08-13T16:26:09.706Z
218c3f8c-854d-4728-b615-61b5e8ad439f,A8-Inspired Leadership-WP.pdf,5974,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:26:11.735Z,2025-08-13T16:26:44.444Z
27e334b1-e1fe-456f-a07c-0403d1f8389e,A8-Leader Practice Kit.pdf,10310,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:26:46.784Z,2025-08-13T16:27:21.747Z
9c0bf499-0fef-4ce7-9a3f-1a8d420b8e9c,A8-Manual-101912.pdf,50000,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:27:23.928Z,2025-08-13T16:27:54.658Z
8d04af8b-454d-4eea-b62f-7413160d3a31,A8-Methodology Summary.pdf,1895,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:27:56.678Z,2025-08-13T16:28:26.857Z
386f6dac-d978-41bf-8a7f-fd2824dfff72,A8-Project Launch Kit.pdf,14185,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:28:29.321Z,2025-08-13T16:31:00.648Z
e33d1a12-ec53-42d3-b61b-84774c18698e,A8-Roadmap Coaching Cues.pdf,4062,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:31:02.720Z,2025-08-13T16:31:27.787Z
a05385b0-af21-4a43-b457-183443ae8b1e,A8-Supportive Tools.pdf,20225,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:31:29.859Z,2025-08-13T16:32:38.271Z
5759fc6e-4add-4f65-ba43-b37acfcb7b27,A8-Team-1pgr.pdf,3819,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:32:40.304Z,2025-08-13T16:33:08.344Z
9439e943-ea3d-4601-8ebe-e52d28dfb57d,A8-Teams.pdf,6672,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:33:10.382Z,2025-08-13T16:33:37.622Z
c40ea108-3233-49e9-81c0-cbf079caa691,A8-Trust is Key.pdf,1650,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:33:39.651Z,2025-08-13T16:34:08.594Z
ee43b56b-645c-4e86-8f6f-79a6850a53bc,A8_Leading a HP culture-09-22.pdf,50000,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:34:10.663Z,2025-08-13T16:35:01.469Z
1349c7ab-e5a8-4c3e-b3c6-eb3397dadb57,A8_Learning Culture.pdf,2770,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:35:03.495Z,2025-08-13T16:35:32.705Z
3c3c2192-7712-4b3d-bcec-c7ab33b565aa,A8_Levels of Awareness.pdf,3953,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:35:34.733Z,2025-08-13T16:36:02.094Z
f5be0e8e-90f5-409a-b74c-cad08d33279b,Advisor ROWW RFN.docx,21401,0.72,WE_PROJECTS|b3d0c24f-f26a-4d1a-bc01-87cb5cc18231|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:56:19.603Z,2025-08-13T16:56:50.441Z
8cd8f0e1-70e0-4583-abf0-273973957146,Building Culture Process_Flow.pdf,307,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:36:04.103Z,2025-08-13T16:36:28.392Z
621e4314-076e-4ed0-9d50-b8b23680a376,Business Owner Action Plan-WorkSample.pdf,6777,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:36:30.421Z,2025-08-13T16:37:06.022Z
d9ec0c7d-68c8-4efa-9190-d830e578d1f7,CLIENT ENGAGEMENT SAMPLES.pdf,3429,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:37:08.044Z,2025-08-13T16:37:39.076Z
161e51b0-baad-4379-8a15-cc4c39410b0b,Case Study - GROWW Transition Case Study #1.pdf,17552,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:37:41.119Z,2025-08-13T16:38:13.903Z
ea6dfb4f-7862-49ed-b5f4-1168c3e772e6,Current State vs A8.pdf,840,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:38:15.922Z,2025-08-13T16:38:46.167Z
1fd2b6fc-cda8-4862-8f77-4f194472657f,Customer Quotes.pdf,2746,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:38:48.186Z,2025-08-13T16:39:24.095Z
cb868337-2577-4203-b2a1-4660fcf321fc,Family Enterprise Stakeholder Engagement - Example.pdf,8531,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:39:26.133Z,2025-08-13T16:40:00.425Z
e04840ae-aef0-4165-9c66-7bef885378b2,Family Journey 2 copy.pdf,22316,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:40:02.471Z,2025-08-13T16:40:36.402Z
76c1a8d1-45e9-4275-a4d1-9f7c07d922cf,Filter.pdf,8664,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:40:38.428Z,2025-08-13T16:41:11.909Z
98e615ed-b3fa-40c9-a503-e61c7bd103cd,GROWW Impact Academy_06.21.pdf,12141,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:41:13.945Z,2025-08-13T16:41:50.185Z
d16ba0f5-42cd-48e8-8d4f-1522f7c951cb,LearningStrategy_Deck.pdf,3730,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:41:52.212Z,2025-08-13T16:42:22.847Z
10fc49de-89d0-491f-917c-4ff174c39c59,M&A Discussion.pdf,5691,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:42:24.874Z,2025-08-13T16:42:52.244Z
33a24731-236d-446c-9cf5-1f381595771b,MODULE 2 CFR.pdf,12560,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:42:54.267Z,2025-08-13T16:43:30.586Z
bee8bcc9-7c55-4e60-82b7-42762fc367bc,Mapping Family Culture.pdf,3348,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:43:32.636Z,2025-08-13T16:44:08.599Z
9773bc92-40e5-4ff0-a5b7-e960cbc10767,Peer Innovation Kit.pdf,8878,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:44:10.634Z,2025-08-13T16:44:46.874Z
b5b48307-ba38-492a-ad33-3d0971b8bbbd,Reflections.pdf,14482,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:44:48.914Z,2025-08-13T16:45:22.846Z
42499ab4-9fdf-4a44-923d-2c168eba1cbc,Sample Family Enterprise.pdf,22316,0.75,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-73|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:45:24.903Z,2025-08-13T16:45:55.976Z
16f1a7ee-3936-4f5e-ae1f-aa5e928b63c5,Six steps to build a practice.pdf,6147,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:45:58.086Z,2025-08-13T16:46:49.865Z
22bb0df7-c013-493b-aa51-0a48c3abadb6,Smiths DLT Discussion.pdf,8160,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:46:51.891Z,2025-08-13T16:47:27.456Z
e668e0ef-b500-48bb-b792-a8d91cabb5c4,Team Alignment Kit.pdf,26558,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:47:29.512Z,2025-08-13T16:47:59.288Z
b6015e29-2f0a-4314-814c-1d3642554319,Team performance practices.pdf,7812,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:48:01.319Z,2025-08-13T16:48:46.065Z
da154f5b-742e-4e26-b395-92f44de65f5f,Website Quotes.pdf,2831,0.72,WE_PROJECTS|e85f5466-d964-4554-9fa8-72f0bad577ba|gpt5-processed|cascade-score-70|layer-foundation|layer-strategic|layer-implementation|layer-evolution,2025-08-13T16:48:48.092Z,2025-08-13T16:49:17.180Z